Data,PIB - preços de mercado - variação real anual - (% a.a.),PIB - formação bruta de capital fixo - máquinas e equipamentos -  índice real (base 2010 = 100),PIB - formação bruta de capital fixo - índice real (base 2010 = 100),PIB - formação bruta de capital fixo - construção - índice real (base 2010 = 100),PIB - serviços - comércio - variação real anual - (% a.a.),PIB - indústria - construção civil - variação real anual - (% a.a.),PIB - consumo final - famílias,PIB - indústria - eletricidade e gás- água- esgoto e limpeza urbana -  variação real anual - (% a.a.),PIB - exportações - bens e serviços - variação real anual - (% a.a.),PIB - importações - bens e serviços - variação real anual - (% a.a.),PIB - indústria - extrativa - variação real anual - (% a.a.),PIB - indústria - transformação - variação real anual - (% a.a.),IGP-M,IPCA,ptax,Resultado Primario,IED,DBGG_PIB,Selic Meta
1902,-0.483091787439605,,,,,,,,,,,,,,,,,,
1903,1.94174757281553,,,,,,,,,,,,,,,,,,
1904,1.42857142857142,,,,,,,,,,,,,,,,,,
1905,3.28638497652582,,,,,,,,,,,,,,,,,,
1906,12.7272727272727,,,,,,,,,,,,,,,,,,
1907,0.806451612903225,,,,,,,,,,,,,,,,,,
1908,-3.2,,,,,,,,,,,,,,,,,,
1909,10.3305785123967,,,,,,,,,,,,,,,,,,
1910,2.62172284644195,,,,,,,,,,,,,,,,,,
1911,5.83941605839418,,,,,,,,,,,,,,,,,,
1912,6.89655172413792,,,,,,,,,,,,,,,,,,
1913,2.90322580645161,,,,,,,,,,,,,,,,,,
1914,-1.2539184952978,,,,,,,,,,,,,,,,,,
1915,0.317460317460316,,,,,,,,,,,,,,,,,,
1916,0.949367088607578,,,,,,,,,,,,,,,,,,
1917,9.40438871473355,,,,,,,,,,,,,,,,,,
1918,-2.00573065902577,,,,,,,,,,,,,,,,,,
1919,7.89473684210524,,,,,,,,,,,,,,,,,,
1920,12.4661246612466,,,,,,,,,,,,,,,,,,
1921,1.9,,,,,,,,,,,,,,,,,,
1922,7.8,,,,,,,,,,,,,,,,,,
1923,8.6,,,,,,,,,,,,,,,,,,
1924,1.4,,,,,,,,,,,,,,,,,,
1925,0.0,,,,,,,,,,,,,,,,,,
1926,5.2,,,,,,,,,,,,,,,,,,
1927,10.8,,,,,,,,,,,,,,,,,,
1928,11.5,,,,,,,,,,,,,,,,,,
1929,1.1,,,,,,,,,,,,,,,,,,
1930,-2.1,,,,,,,,,,,,,,,,,,
1931,-3.3,,,,,,,,,,,,,,,,,,
1932,4.3,,,,,,,,,,,,,,,,,,
1933,8.9,,,,,,,,,,,,,,,,,,
1934,9.2,,,,,,,,,,,,,,,,,,
1935,3.0,,,,,,,,,,,,,,,,,,
1936,12.1,,,,,,,,,,,,,,,,,,
1937,4.6,,,,,,,,,,,,,,,,,,
1938,4.5,,,,,,,,,,,,,,,,,,
1939,2.5,,,,,,,,,,,,,,,,,,
1940,-1.0,,,,,,,,,,,,,,,,,,
1941,4.9,,,,,,,,,,,,,,,,,,
1942,-2.7,,,,,,,,,,,,,,,,,,
1943,8.5,,,,,,,,,,,,,,,,,,
1944,7.6,,,,,,,,,,,,,,,,,,
1945,3.2,,,,,,,,,,,,,,,,,,
1946,11.6,,,,,,,,,,,,,,,,,,
1947,2.4,,,,,,,,,,,,,,,,,,
1948,9.7,,,,6.90000000000001,17.1,,6.40000000000001,,,20.0,12.3,,,,,,,
1949,7.7,,,,7.3,12.4,,6.8,,,-0.900000000000006,11.0,,,,,,,
1950,6.8,,,,7.90000000000001,4.7,,6.7,,,-3.2,12.7,,,,,,,
1951,4.90000000000001,,,,6.0,15.5,,5.0,,,22.1,5.3,,,,,,,
1952,7.3,,,,5.90000000000001,14.5,,-5.5,,,-3.3,5.59999999999999,,,,,,,
1953,4.7,,,,1.90000000000001,15.2,,0.400000000000006,,,7.90000000000001,9.3,,,,,,,
1954,7.8,,,,9.8,-5.09999999999999,,7.8,,,-2.09999999999999,9.3,,,,,,,
1955,8.8,,,,9.2,4.0,,6.7,,,7.09999999999999,11.1,,,,,,,
1956,2.90000000000001,,,,0.0,10.8,,19.8,,,11.1,5.5,,,,,,,
1957,7.7,,,,10.5,2.7,,17.1,,,3.40000000000001,5.40000000000001,,,,,,,
1958,10.8,,,,10.6,11.8,,17.5,,,18.0,16.8,,,,,,,
1959,9.8,,,,10.7,6.2,,2.2,,,25.2,12.9,,,,,,,
1960,9.40000000000001,,,,9.09999999999999,13.8,,2.90000000000001,,,17.4,10.6,,,,,,,
1961,8.59999999999999,,,,8.09999999999999,6.8,,3.09999999999999,,,5.90000000000001,11.1,,,,,,,
1962,6.59999999999999,,,,5.8,4.40000000000001,,9.09999999999999,,,1.5,8.09999999999999,,,,,,,
1963,0.599999999999994,,,,-0.0999999999999943,-1.59999999999999,,0.299999999999997,,,18.4,-0.200000000000003,,,,,,,
1964,3.40000000000001,,,,1.40000000000001,8.5,,6.59999999999999,,,12.0,5.0,,,,,,,
1965,2.40000000000001,,,,2.3,1.0,,15.5,,,21.4,-4.7,,,,,,,
1966,6.7,,,,6.59999999999999,7.90000000000001,,9.40000000000001,,,13.9,11.7,,,,,,,
1967,4.2,,,,4.59999999999999,6.3,,4.59999999999999,,,2.2,2.2,,,,,,,
1968,9.8,,,,9.90000000000001,16.3,,4.7,,,15.6,14.2,,,,,,,
1969,9.5,,,,9.5,11.3,,7.0,,,11.9,11.2,,,,,,,
1970,10.4,23.9632547765782,24.6664493279608,19.9943249006968,10.5,11.2,,21.9,,,17.0,11.9,,,,,,,
1971,11.3429219931908,28.6778769102679,28.4523758319287,22.4936155132839,10.45,12.5,,12.4,5.50962509449169,19.6902170375218,3.59999999999999,11.86,,,,,,,
1972,11.9403481162508,32.965317283504,33.2080619796499,26.5199726901617,13.53,17.9,,11.92,24.1635137425189,20.125838313729,2.40000000000001,13.95,,,,,,,
1973,13.9687217796781,39.92281636025,40.1790139547086,32.0626469824055,14.78,20.9,,14.55,14.2547100352195,20.4114069151119,9.76,16.62,,,,,,,
1974,8.15393868457188,47.3560659409569,45.5053232642567,34.9803478578044,8.94,9.09999999999999,,12.14,2.33356934930287,28.2420833258467,23.24,7.75,,,,,,,
1975,5.16664908406304,52.8526152470408,49.9353075708452,37.8137560342866,2.81,8.09999999999999,,10.4,11.5727188106147,-4.42398770682674,3.02,3.81,,,,,,,
1976,10.2571295347873,53.9875459139185,53.4444974685219,41.6594150229735,10.63,10.17,,14.29,-0.293095515248099,-1.16295558579146,2.75,12.12,,,,,,,
1977,4.93432806978934,48.4055110509521,52.8186980964539,43.8423683701773,3.43000000000001,5.23999999999999,,12.8,-0.381963887549286,-7.72250524632599,-3.47,2.27,,,,,,,
1978,4.96989768924753,47.6059606870984,55.32631708863,46.5605952091283,4.54000000000001,6.2,,11.39,13.2517669814583,4.40296834964236,7.51,6.11,,,,,,,
1979,6.75956012204072,50.2622393031087,57.476183385812,48.287993291387,5.59,3.70999999999999,,12.61,9.29989083748777,8.39700091134525,12.05,6.86,,,,,,,
1980,9.2,53.7231944046117,65.2133831935235,56.0737578204989,8.45999999999999,9.04000000000001,,10.5,22.6142916356947,0.686537490243033,12.84,9.11,,99.2504889542286,,,,,
1981,-4.25,41.9536168751472,57.2892402285209,52.6756880965767,-6.13,-6.06,,3.40000000000001,21.3527968727407,-12.3613188197058,-2.22755568889218,-10.3937007874016,,95.6230442372937,,,,,
1982,0.829999999999998,36.0720243375915,53.3909240563308,51.3851337382105,0.420000000000002,-2.45,,6.3,-9.19187179292079,-6.00432865468745,6.92697146363914,-0.172957290707965,,104.790433277431,,,,,
1983,-2.93000000000001,27.9101713797191,44.6727525029159,43.9651204264129,-3.83,-14.44,,7.8,14.2714643655305,-17.4474962818296,15.4506540402229,-5.84323040380029,,164.01202400196,,,,,
1984,5.40000000000001,30.3445280543502,44.5913585665177,43.4551250294666,3.73999999999999,-1.16,,12.2,21.9830025862499,-2.98377190460345,30.485935622851,6.17023802457402,,215.263325738616,2950.0,,,,
1985,7.84999999999999,34.1779947404134,48.4975961862172,46.0407049687198,7.27,5.95,,10.2,7.04187056089731,0.0538218177227545,11.5975656845483,8.35825902216776,,242.229795207366,6070.0,,,,
1986,7.49,44.1144430587151,59.4545467018595,54.2543667351394,7.48,17.84,,8.3,-10.5742506011369,28.6239222685139,3.69177955093709,11.2813765704409,,79.6644968645082,13.77,,,,
1987,3.53,42.581232458946,58.6440116173878,54.6558490489794,1.88,0.739999999999995,,3.3,19.2401989673648,-2.9429332231767,-0.754301666979851,0.95975519287832,,363.411523705732,43.7085,,,,
1988,-0.0600000000000023,38.7557968484569,55.7513343758851,52.9560521435562,-2.69,-3.11,,5.79000000000001,13.0661313260663,-1.11027573050153,0.375960186086788,-3.43283582089565,,980.213487131888,198.48,,,,
1989,3.16,37.2789548262249,56.419141704137,54.5923941547921,2.7,3.09,,1.62,5.06090216990369,8.97680500254705,3.95659867245108,2.87956247770786,,1972.91162333472,1.918,,,,
1990,-4.34999999999999,32.8232369506553,50.2666583354996,49.2696357246998,-6.23999999999999,-9.75,,1.81999999999999,-4.9172216263981,10.9445417980357,2.73376073545442,-9.46470669810014,1699.69558925529,1620.96646812495,63.021,,,,
1991,1.03218958546951,29.5539232008627,47.8924716631045,49.0637164505099,-0.640000000000001,-1.19,,7.06,-4.82838437475032,11.096781783956,-1.99201934942072,0.149381860318331,458.373460827786,472.6999999996,318.21,-0.045,,,
1992,-0.544072051030355,27.3680064043455,44.7216780284684,50.1776472376312,-3.55,-6.3,,-0.13,16.5390637674821,4.52336435207523,-2.64704812552818,-4.14574615657113,1174.47371448292,1119.10075082943,3551.475,-0.28,,,
1993,4.9246900046376,29.9939365050664,47.553109294515,51.4709958621358,7.9,4.49,,4.95,11.6843670285033,26.77738489803,1.57603114657343,8.30966629786902,2567.45895638395,2477.14712129698,15615.95,-6.855,,,
1994,5.85287036438973,39.8698994330204,54.3312437131336,58.7601485199598,9.34583093724892,6.98801515341438,,4.1851547825058,4.00649833857669,20.3462240990554,6.16124914072474,6.95405099934467,1246.61778989253,916.46,0.938,-647.995,,,
1995,4.22379363364715,49.3019214151219,58.2917857194705,64.7900925938066,8.53313567574077,-0.425288786600632,,7.62919611389925,-2.03166106503928,30.68487705149,3.72596255547404,1.99421606574309,15.2470916705444,22.4081616590914,0.9195,-154.87000000000003,384.85,,
1996,2.20886405051457,48.5918114358911,58.9886763407281,68.5881325044789,1.81337204420875,2.21403772814184,,3.11720698156714,-0.419864468241971,5.59431515900628,2.43805359726208,0.080220770339956,9.1994864050778,9.56495181758998,1.0041,79.145,658.9000000000001,,24.60485
1997,3.39484598531594,53.359692725007,63.9544105869862,74.8437276514671,3.85429847894014,7.60554319367714,,5.9046728000417,11.019288717273,14.5950769056454,4.99778204938641,2.49340781764706,7.74265113699391,5.22431853525425,1.07775,188.71,1640.0,,20.6976
1998,0.338097901952324,52.1423613320419,63.8496271752099,76.0725052696249,-1.87050866563332,1.5963241826576,,1.24271667880529,4.90820532034464,-0.0566612366313279,3.6165577342046,-4.84114430986792,1.78180445451115,1.65497817994227,1.1575,-155.765,2370.45,,21.75
1999,0.46793756667951,43.9253744295224,58.1827796989989,72.9447076961307,-2.21987934165065,-4.88778844772447,,0.543601359003265,5.70628958609523,-15.094145488219,-4.36236268110187,-1.86260102865593,20.1010175937852,8.93978878068851,1.84505,-1965.565,2163.0,,21.0
2000,4.38794944364879,48.186034304903,60.9832283590523,74.3968994266818,4.49450324195442,1.40317982749196,,4.15856846055889,12.860549342007,10.7985866951406,9.08791570628915,5.68958369552104,9.9540143403388,5.97459334239816,1.81115,-1915.15,2247.6000000000004,,17.5
2001,1.38989640445809,49.0051968880863,61.7787396400534,73.8017242312684,1.84337261837939,-1.64440915172032,0.758385231923086,-7.67432755975289,9.23052690934692,3.33140284537939,5.40159173815298,0.713388279963079,10.3846762703815,7.67343641407332,2.36015,-1921.6149999999998,1840.95,,18.25
2002,3.05346185683617,45.7708538934726,60.8867937623378,74.3921380251185,-2.36230879628064,4.79481787210956,1.17491559055702,4.26409587140257,6.47682195592235,-13.307268998103,15.2335777231508,2.09300492306808,25.3068286431998,12.5302733566877,2.8543,-2117.0600000000004,1337.1999999999998,,18.5
2003,1.14082899877108,44.351957422775,58.4607519350969,68.8871198112597,-0.392079659985711,-8.94321669612325,-0.447895471858288,3.717380084751,11.0159394107963,-0.483497207177123,4.58276370866706,2.6593694710497,8.70833287185222,9.30051280040003,2.9426,-3407.13,792.8499999999999,,25.0
2004,5.75996463685999,49.5411364412397,63.422294554179,74.1225409169155,9.27104358000919,10.744950303971,3.95724808137436,6.001393165965,14.4737797057476,10.3640452499577,-0.469343083451712,9.08282063968671,12.4127625613421,7.59949584882642,2.90855,-4765.16,1017.5,,16.25
2005,3.20213206216241,52.3649812183903,64.6630260454504,73.0848253440787,3.11267874773347,-2.09961669033246,4.48371155015543,3.14560483113508,9.64417359655363,7.46133300435609,6.80708347715642,2.24270792211123,1.20874307034635,5.68922681873509,2.3897,-5061.639999999999,1280.0,,19.25
2006,3.96198870899485,58.6487789645972,68.9700933290699,74.6196066763043,4.97782308526982,0.263220495444783,5.36561891609371,4.13739524042758,4.83742791395456,17.7625845710676,6.52456096405289,1.23359975034218,3.83157316585374,3.14151613157687,2.1615,-3455.74,1613.6,55.48,15.25
2007,6.06987060733152,71.3169152209501,77.2136802122195,79.0967830768826,8.25907497001426,9.19699451203717,6.70083538244172,6.12487912696065,6.17610164184393,19.557598662131,2.89041814567166,6.14130942714122,7.75438273698978,4.45765855337372,1.94435,-4867.755,3138.5,57.375,12.0
2008,5.09419544811993,86.4361012477916,86.7008926149552,84.7917514584181,5.32924004689306,4.90726381372808,6.52795874440004,2.58050660858951,0.40925095237769,17.0257102761014,4.11365808153425,4.14954925612696,9.80750503581767,5.90272439065465,1.7242,-7160.0650000000005,4068.6,55.71,12.25
2009,-0.125812002991623,77.1010023130301,84.8508041047352,89.2857142857143,-2.33483545845945,7.02117605259267,4.3752460140006,0.743359464374227,-9.24706648576382,-7.60196748194868,-2.12054433286666,-9.26395623348687,-1.71924922553605,4.31165006256784,1.94515,-2866.9,2073.3999999999996,58.775000000000006,9.25
2010,7.52822581812163,100.0,100.0,100.0,11.1494641897531,13.1009998851189,6.23813569233232,6.27570537882927,11.7217215380661,33.6390246777822,14.8879035206511,9.1900349313498,11.3231429496735,5.90868872179453,1.7597,-2556.385,6039.7,55.655,10.25
2011,3.97442307944702,105.7,106.834046414168,107.3,2.34101900636428,8.24735293122696,5.01067478228052,5.60625955184364,4.81194637866516,9.39326347823079,3.47019506206521,2.24718419264007,5.09681302062399,6.50335274368017,1.6606,-7828.945,9003.3,52.32,11.75
2012,1.92117598509454,101.472,107.666045391927,111.592,2.36449329000799,3.18398246154901,3.48718961039769,0.682328989407277,0.707641622032185,1.13085173688319,-1.94012314922463,-2.37869010129842,7.81824482516713,5.83859471814745,2.024,-4575.615,6826.1,53.375,8.5
2013,3.00482267028886,111.11184,113.939962363395,116.278864,3.42434151136433,4.49560204647164,3.57460256476494,1.60126904312952,1.83029508196722,6.66967929617444,-3.18651277451649,3.01330101299364,5.51061044346715,5.91068325533108,2.184,-4501.58,5888.200000000001,53.655,8.0
2014,0.50395574027327,103.3340112,109.127060130219,112.557940352,0.555784440966844,-2.14078536751525,2.27589187561084,-1.94358852808723,-1.56968042539665,-2.2718955924344,9.05170138412323,-4.68703298355386,3.68575514980403,6.40747079590815,2.3333,2313.59,7069.65,52.96,11.0
2015,-3.54576339347284,80.2905267024,93.9076544653836,101.189588376448,-7.30354350377349,-9.00451545222938,-3.1981362182985,-0.392657621707904,6.81956393635828,-14.1906368524759,5.6965210474196,-8.48427121277051,10.539166948817,10.6730281339751,3.19915,6886.9400000000005,5455.5,61.46,13.75
2016,-3.27591690632106,66.4002655828848,82.5168189696494,90.2611128317916,-6.62585240364704,-9.98419015059895,-3.76934098567988,6.47167222749891,0.863125559169873,-10.3429328257067,-1.21961127711626,-4.76702287365669,7.17290825289607,6.28798821322138,3.3981,14809.619999999999,6679.25,68.145,14.25
2017,1.32286905390816,69.8530793931948,80.4065705145382,82.4083960154257,2.313770154923,-9.24571291521765,2.08945554537867,0.923323128305031,4.90879337544476,6.71694072859938,4.92307692307692,2.30954190684345,-0.520940444939078,2.94742132043471,3.1679,12831.635,4865.35,72.96000000000001,10.25
2018,1.78366676136999,80.6104536197468,84.6132479486285,81.1722700751943,2.6328168661103,-2.99183006535948,2.33357682779649,3.66418760640546,4.05308369135673,7.74277894373836,0.389212313663223,1.39279553353671,7.53687340296325,3.74558117019155,3.726,16012.08,7200.35,75.49000000000001,6.5
2019,1.22077782271946,82.3838835993812,88.0198344176949,85.0685390388037,1.63374612251883,1.91507727721145,2.62352753943216,2.57768340984526,-2.56142103455811,1.33256606187228,-9.14949493695248,-0.425804281909559,7.3039306458065,4.30615161715953,3.9403,14645.08,5553.0,76.57499999999999,6.5
2020,-3.27675879612907,78.8413766046078,86.4821619384761,85.5789502730365,-1.45114820262828,-2.08572129519029,-4.46151845233946,-1.00962999444625,-2.29090585025695,-9.47663900848441,0.858782279547299,-4.66651473119209,23.1383511260526,4.51745688642451,5.2848,59904.58,2682.85,83.185,2.25
2021,4.7626043797063,87.5927694077193,97.6445175924579,95.7628453555278,4.49084384003799,12.6164055822425,2.93922343957608,1.54701786602396,4.38225660497314,13.7520532599674,3.59786173591923,3.77761036464792,17.7832123394504,10.0609827374433,5.4018,-2118.495,3939.85,80.41999999999999,4.25
2022,3.01669435408105,81.110904471548,98.708330418332,101.412853231504,0.897517388429403,6.8487840047341,,10.5174401803872,5.7428398672845,0.951493762686173,-1.38788886279352,-0.546624449089284,5.4512855725948,5.78509290788949,5.1878,-8635.695,6731.85,75.42,13.25
2023,2.90848048514813,73.4864794512225,95.7423847923168,101.210027525041,0.627449304626748,-0.45644114077058,,6.51850970714303,9.13617623671039,-1.19027928892613,8.69044300578299,-1.30625710729518,-3.18120664320427,4.62119000508181,4.9672,29329.675,5840.1,72.46000000000001,13.75
2024,,,,,,,,,,,,,,,4.9529,-81283.5,8741.3,75.03,11.25
